"year","month","pi","ts","time"
1738,2,-1,1738.12,"1738-2-15 00:00:00"
1738,3,-1,1738.21,"1738-3-15 00:00:00"
1738,4,1,1738.29,"1738-4-15 00:00:00"
1738,5,0,1738.38,"1738-5-15 00:00:00"
1738,6,2,1738.46,"1738-6-15 00:00:00"
1738,7,0,1738.54,"1738-7-15 00:00:00"
1738,8,1,1738.62,"1738-8-15 00:00:00"
1738,9,-1,1738.71,"1738-9-15 00:00:00"
1738,10,1,1738.79,"1738-10-15 00:00:00"
1738,11,-2,1738.88,"1738-11-15 00:00:00"
1738,12,-2,1738.96,"1738-12-15 00:00:00"
1739,1,0,1739.04,"1739-1-15 00:00:00"
1739,2,0,1739.12,"1739-2-15 00:00:00"
1739,3,3,1739.21,"1739-3-15 00:00:00"
1739,4,0,1739.29,"1739-4-15 00:00:00"
1739,5,0,1739.38,"1739-5-15 00:00:00"
1739,6,-1,1739.46,"1739-6-15 00:00:00"
1739,7,1,1739.54,"1739-7-15 00:00:00"
1739,8,2,1739.62,"1739-8-15 00:00:00"
1739,9,2,1739.71,"1739-9-15 00:00:00"
1739,10,-1,1739.79,"1739-10-15 00:00:00"
1739,11,-2,1739.88,"1739-11-15 00:00:00"
1739,12,1,1739.96,"1739-12-15 00:00:00"
1740,1,-2,1740.04,"1740-1-15 00:00:00"
1740,2,-2,1740.12,"1740-2-15 00:00:00"
1740,3,0,1740.21,"1740-3-15 00:00:00"
1740,4,-2,1740.29,"1740-4-15 00:00:00"
1740,5,2,1740.38,"1740-5-15 00:00:00"
1740,6,-2,1740.46,"1740-6-15 00:00:00"
1740,7,-1,1740.54,"1740-7-15 00:00:00"
1740,8,-1,1740.62,"1740-8-15 00:00:00"
1740,9,-1,1740.71,"1740-9-15 00:00:00"
1740,10,1,1740.79,"1740-10-15 00:00:00"
1740,11,0,1740.88,"1740-11-15 00:00:00"
1740,12,0,1740.96,"1740-12-15 00:00:00"
1741,1,-1,1741.04,"1741-1-15 00:00:00"
1741,2,-1,1741.12,"1741-2-15 00:00:00"
1741,3,-2,1741.21,"1741-3-15 00:00:00"
1745,10,0,1745.79,"1745-10-15 00:00:00"
1745,11,-1,1745.88,"1745-11-15 00:00:00"
1745,12,-2,1745.96,"1745-12-15 00:00:00"
1746,1,0,1746.04,"1746-1-15 00:00:00"
1746,2,0,1746.12,"1746-2-15 00:00:00"
1746,3,1,1746.21,"1746-3-15 00:00:00"
1746,4,0,1746.29,"1746-4-15 00:00:00"
1746,5,0,1746.38,"1746-5-15 00:00:00"
1746,6,2,1746.46,"1746-6-15 00:00:00"
1746,7,-2,1746.54,"1746-7-15 00:00:00"
1746,8,0,1746.62,"1746-8-15 00:00:00"
1746,9,2,1746.71,"1746-9-15 00:00:00"
1746,10,0,1746.79,"1746-10-15 00:00:00"
1746,11,-1,1746.88,"1746-11-15 00:00:00"
1746,12,1,1746.96,"1746-12-15 00:00:00"
1747,1,-1,1747.04,"1747-1-15 00:00:00"
1747,2,2,1747.12,"1747-2-15 00:00:00"
1747,3,-3,1747.21,"1747-3-15 00:00:00"
1747,4,-2,1747.29,"1747-4-15 00:00:00"
1747,5,-1,1747.38,"1747-5-15 00:00:00"
1747,6,3,1747.46,"1747-6-15 00:00:00"
1747,7,-1,1747.54,"1747-7-15 00:00:00"
1747,8,-2,1747.62,"1747-8-15 00:00:00"
1747,9,3,1747.71,"1747-9-15 00:00:00"
1747,10,-1,1747.79,"1747-10-15 00:00:00"
1747,11,-1,1747.88,"1747-11-15 00:00:00"
1747,12,3,1747.96,"1747-12-15 00:00:00"
1748,1,-2,1748.04,"1748-1-15 00:00:00"
1757,2,-2,1757.12,"1757-2-15 00:00:00"
1757,3,0,1757.21,"1757-3-15 00:00:00"
1757,4,0,1757.29,"1757-4-15 00:00:00"
1757,5,-1,1757.38,"1757-5-15 00:00:00"
1757,6,0,1757.46,"1757-6-15 00:00:00"
1757,7,0,1757.54,"1757-7-15 00:00:00"
1757,8,0,1757.62,"1757-8-15 00:00:00"
1757,9,-2,1757.71,"1757-9-15 00:00:00"
1757,10,0,1757.79,"1757-10-15 00:00:00"
1757,11,0,1757.88,"1757-11-15 00:00:00"
1757,12,0,1757.96,"1757-12-15 00:00:00"
1758,1,-1,1758.04,"1758-1-15 00:00:00"
1758,2,1,1758.12,"1758-2-15 00:00:00"
1758,3,1,1758.21,"1758-3-15 00:00:00"
1758,4,-1,1758.29,"1758-4-15 00:00:00"
1758,5,-2,1758.38,"1758-5-15 00:00:00"
1758,6,1,1758.46,"1758-6-15 00:00:00"
1758,7,3,1758.54,"1758-7-15 00:00:00"
1758,8,0,1758.62,"1758-8-15 00:00:00"
1758,9,-1,1758.71,"1758-9-15 00:00:00"
1758,10,-1,1758.79,"1758-10-15 00:00:00"
1758,11,-1,1758.88,"1758-11-15 00:00:00"
1758,12,0,1758.96,"1758-12-15 00:00:00"
1759,1,0,1759.04,"1759-1-15 00:00:00"
1759,2,-1,1759.12,"1759-2-15 00:00:00"
1759,3,-1,1759.21,"1759-3-15 00:00:00"
1759,4,0,1759.29,"1759-4-15 00:00:00"
1759,5,-3,1759.38,"1759-5-15 00:00:00"
1759,6,1,1759.46,"1759-6-15 00:00:00"
1759,7,-1,1759.54,"1759-7-15 00:00:00"
1759,8,0,1759.62,"1759-8-15 00:00:00"
1759,9,0,1759.71,"1759-9-15 00:00:00"
1759,10,2,1759.79,"1759-10-15 00:00:00"
1759,11,0,1759.88,"1759-11-15 00:00:00"
1759,12,-2,1759.96,"1759-12-15 00:00:00"
1760,1,0,1760.04,"1760-1-15 00:00:00"
1760,2,0,1760.12,"1760-2-15 00:00:00"
1760,3,0,1760.21,"1760-3-15 00:00:00"
1760,4,-2,1760.29,"1760-4-15 00:00:00"
1760,5,2,1760.38,"1760-5-15 00:00:00"
1760,6,2,1760.46,"1760-6-15 00:00:00"
1760,7,-1,1760.54,"1760-7-15 00:00:00"
1760,8,0,1760.62,"1760-8-15 00:00:00"
1760,9,-2,1760.71,"1760-9-15 00:00:00"
1760,10,3,1760.79,"1760-10-15 00:00:00"
1760,11,0,1760.88,"1760-11-15 00:00:00"
1760,12,0,1760.96,"1760-12-15 00:00:00"
1761,1,-1,1761.04,"1761-1-15 00:00:00"
1761,2,2,1761.12,"1761-2-15 00:00:00"
1761,3,-2,1761.21,"1761-3-15 00:00:00"
1761,4,0,1761.29,"1761-4-15 00:00:00"
1761,5,1,1761.38,"1761-5-15 00:00:00"
1761,6,2,1761.46,"1761-6-15 00:00:00"
1761,7,0,1761.54,"1761-7-15 00:00:00"
1761,8,-2,1761.62,"1761-8-15 00:00:00"
1761,9,2,1761.71,"1761-9-15 00:00:00"
1761,10,0,1761.79,"1761-10-15 00:00:00"
1761,11,1,1761.88,"1761-11-15 00:00:00"
1761,12,-3,1761.96,"1761-12-15 00:00:00"
1762,1,1,1762.04,"1762-1-15 00:00:00"
1762,2,1,1762.12,"1762-2-15 00:00:00"
1762,3,0,1762.21,"1762-3-15 00:00:00"
1762,4,-2,1762.29,"1762-4-15 00:00:00"
1762,5,1,1762.38,"1762-5-15 00:00:00"
1762,6,-2,1762.46,"1762-6-15 00:00:00"
1762,7,-1,1762.54,"1762-7-15 00:00:00"
1762,8,2,1762.62,"1762-8-15 00:00:00"
1762,9,1,1762.71,"1762-9-15 00:00:00"
1762,10,3,1762.79,"1762-10-15 00:00:00"
1762,11,-1,1762.88,"1762-11-15 00:00:00"
1762,12,-3,1762.96,"1762-12-15 00:00:00"
1763,1,-2,1763.04,"1763-1-15 00:00:00"
1763,2,2,1763.12,"1763-2-15 00:00:00"
1763,3,1,1763.21,"1763-3-15 00:00:00"
1765,1,0,1765.04,"1765-1-15 00:00:00"
1765,2,0,1765.12,"1765-2-15 00:00:00"
1765,3,2,1765.21,"1765-3-15 00:00:00"
1765,4,3,1765.29,"1765-4-15 00:00:00"
1765,5,-2,1765.38,"1765-5-15 00:00:00"
1765,6,-1,1765.46,"1765-6-15 00:00:00"
1771,4,0,1771.29,"1771-4-15 00:00:00"
1771,5,1,1771.38,"1771-5-15 00:00:00"
1771,7,0,1771.54,"1771-7-15 00:00:00"
1771,9,1,1771.71,"1771-9-15 00:00:00"
1771,11,0,1771.88,"1771-11-15 00:00:00"
1771,12,-2,1771.96,"1771-12-15 00:00:00"
1772,1,0,1772.04,"1772-1-15 00:00:00"
1772,2,2,1772.12,"1772-2-15 00:00:00"
1772,3,0,1772.21,"1772-3-15 00:00:00"
1772,4,1,1772.29,"1772-4-15 00:00:00"
1772,5,-1,1772.38,"1772-5-15 00:00:00"
1772,7,-2,1772.54,"1772-7-15 00:00:00"
1772,8,0,1772.62,"1772-8-15 00:00:00"
1772,9,1,1772.71,"1772-9-15 00:00:00"
1772,11,-1,1772.88,"1772-11-15 00:00:00"
1772,12,-2,1772.96,"1772-12-15 00:00:00"
1773,1,0,1773.04,"1773-1-15 00:00:00"
1773,3,-2,1773.21,"1773-3-15 00:00:00"
1773,4,-1,1773.29,"1773-4-15 00:00:00"
1773,5,0,1773.38,"1773-5-15 00:00:00"
1773,6,0,1773.46,"1773-6-15 00:00:00"
1773,7,-1,1773.54,"1773-7-15 00:00:00"
1773,8,-2,1773.62,"1773-8-15 00:00:00"
1773,9,0,1773.71,"1773-9-15 00:00:00"
1773,11,0,1773.88,"1773-11-15 00:00:00"
1773,12,1,1773.96,"1773-12-15 00:00:00"
1774,1,0,1774.04,"1774-1-15 00:00:00"
1774,3,0,1774.21,"1774-3-15 00:00:00"
1774,5,2,1774.38,"1774-5-15 00:00:00"
1777,12,-2,1777.96,"1777-12-15 00:00:00"
1778,1,-1,1778.04,"1778-1-15 00:00:00"
1778,2,-1,1778.12,"1778-2-15 00:00:00"
1778,3,0,1778.21,"1778-3-15 00:00:00"
1778,4,0,1778.29,"1778-4-15 00:00:00"
1778,5,1,1778.38,"1778-5-15 00:00:00"
1778,6,-2,1778.46,"1778-6-15 00:00:00"
1778,8,-3,1778.62,"1778-8-15 00:00:00"
1778,9,-1,1778.71,"1778-9-15 00:00:00"
1778,12,0,1778.96,"1778-12-15 00:00:00"
1779,1,-2,1779.04,"1779-1-15 00:00:00"
1779,2,-2,1779.12,"1779-2-15 00:00:00"
1779,4,-1,1779.29,"1779-4-15 00:00:00"
1779,5,0,1779.38,"1779-5-15 00:00:00"
1779,6,0,1779.46,"1779-6-15 00:00:00"
1779,8,-2,1779.62,"1779-8-15 00:00:00"
1779,9,2,1779.71,"1779-9-15 00:00:00"
1779,10,0,1779.79,"1779-10-15 00:00:00"
1779,12,3,1779.96,"1779-12-15 00:00:00"
1780,1,-1,1780.04,"1780-1-15 00:00:00"
1780,2,-3,1780.12,"1780-2-15 00:00:00"
1780,4,1,1780.29,"1780-4-15 00:00:00"
1780,6,-1,1780.46,"1780-6-15 00:00:00"
1780,8,-2,1780.62,"1780-8-15 00:00:00"
1780,9,0,1780.71,"1780-9-15 00:00:00"
1780,10,1,1780.79,"1780-10-15 00:00:00"
1780,11,3,1780.88,"1780-11-15 00:00:00"
1780,12,-1,1780.96,"1780-12-15 00:00:00"
1781,1,1,1781.04,"1781-1-15 00:00:00"
1781,2,0,1781.12,"1781-2-15 00:00:00"
1781,4,-1,1781.29,"1781-4-15 00:00:00"
1781,5,-3,1781.38,"1781-5-15 00:00:00"
1781,6,0,1781.46,"1781-6-15 00:00:00"
1781,8,-2,1781.62,"1781-8-15 00:00:00"
1781,9,2,1781.71,"1781-9-15 00:00:00"
1781,10,1,1781.79,"1781-10-15 00:00:00"
1781,12,0,1781.96,"1781-12-15 00:00:00"
1782,1,0,1782.04,"1782-1-15 00:00:00"
1782,2,-3,1782.12,"1782-2-15 00:00:00"
1782,3,0,1782.21,"1782-3-15 00:00:00"
1782,4,-1,1782.29,"1782-4-15 00:00:00"
1782,5,0,1782.38,"1782-5-15 00:00:00"
1782,6,-3,1782.46,"1782-6-15 00:00:00"
1782,7,-3,1782.54,"1782-7-15 00:00:00"
1782,8,0,1782.62,"1782-8-15 00:00:00"
1782,9,1,1782.71,"1782-9-15 00:00:00"
1782,10,0,1782.79,"1782-10-15 00:00:00"
1782,11,0,1782.88,"1782-11-15 00:00:00"
1783,1,3,1783.04,"1783-1-15 00:00:00"
1783,2,0,1783.12,"1783-2-15 00:00:00"
1783,3,2,1783.21,"1783-3-15 00:00:00"
1783,5,1,1783.38,"1783-5-15 00:00:00"
1783,6,-1,1783.46,"1783-6-15 00:00:00"
1783,9,0,1783.71,"1783-9-15 00:00:00"
1783,10,0,1783.79,"1783-10-15 00:00:00"
1783,11,0,1783.88,"1783-11-15 00:00:00"
1783,12,2,1783.96,"1783-12-15 00:00:00"
1784,1,2,1784.04,"1784-1-15 00:00:00"
1784,2,-1,1784.12,"1784-2-15 00:00:00"
1784,3,0,1784.21,"1784-3-15 00:00:00"
1784,5,-3,1784.38,"1784-5-15 00:00:00"
1784,6,0,1784.46,"1784-6-15 00:00:00"
1784,7,0,1784.54,"1784-7-15 00:00:00"
1784,9,1,1784.71,"1784-9-15 00:00:00"
1784,11,-2,1784.88,"1784-11-15 00:00:00"
1785,1,-2,1785.04,"1785-1-15 00:00:00"
1785,2,-1,1785.12,"1785-2-15 00:00:00"
1785,3,-1,1785.21,"1785-3-15 00:00:00"
1785,4,1,1785.29,"1785-4-15 00:00:00"
1785,5,0,1785.38,"1785-5-15 00:00:00"
1785,6,0,1785.46,"1785-6-15 00:00:00"
1785,7,3,1785.54,"1785-7-15 00:00:00"
1785,9,0,1785.71,"1785-9-15 00:00:00"
1785,10,0,1785.79,"1785-10-15 00:00:00"
1785,11,-1,1785.88,"1785-11-15 00:00:00"
1786,1,0,1786.04,"1786-1-15 00:00:00"
1786,2,-1,1786.12,"1786-2-15 00:00:00"
1786,3,-2,1786.21,"1786-3-15 00:00:00"
1786,5,-1,1786.38,"1786-5-15 00:00:00"
1786,6,0,1786.46,"1786-6-15 00:00:00"
1786,7,2,1786.54,"1786-7-15 00:00:00"
1786,9,2,1786.71,"1786-9-15 00:00:00"
1786,10,0,1786.79,"1786-10-15 00:00:00"
1786,11,-1,1786.88,"1786-11-15 00:00:00"
1791,8,-3,1791.62,"1791-8-15 00:00:00"
1791,9,0,1791.71,"1791-9-15 00:00:00"
1791,10,0,1791.79,"1791-10-15 00:00:00"
1791,12,2,1791.96,"1791-12-15 00:00:00"
1792,2,-1,1792.12,"1792-2-15 00:00:00"
1792,5,0,1792.38,"1792-5-15 00:00:00"
1792,6,3,1792.46,"1792-6-15 00:00:00"
1792,7,-1,1792.54,"1792-7-15 00:00:00"
1792,8,0,1792.62,"1792-8-15 00:00:00"
1792,9,2,1792.71,"1792-9-15 00:00:00"
1792,10,0,1792.79,"1792-10-15 00:00:00"
1792,12,2,1792.96,"1792-12-15 00:00:00"
1793,1,-1,1793.04,"1793-1-15 00:00:00"
1793,2,0,1793.12,"1793-2-15 00:00:00"
1793,4,-1,1793.29,"1793-4-15 00:00:00"
1793,5,0,1793.38,"1793-5-15 00:00:00"
1793,6,0,1793.46,"1793-6-15 00:00:00"
1793,8,-2,1793.62,"1793-8-15 00:00:00"
1793,9,0,1793.71,"1793-9-15 00:00:00"
1793,10,-2,1793.79,"1793-10-15 00:00:00"
1793,11,-1,1793.88,"1793-11-15 00:00:00"
1793,12,0,1793.96,"1793-12-15 00:00:00"
1794,1,-2,1794.04,"1794-1-15 00:00:00"
1794,2,0,1794.12,"1794-2-15 00:00:00"
1794,4,-1,1794.29,"1794-4-15 00:00:00"
1794,5,0,1794.38,"1794-5-15 00:00:00"
1794,6,-2,1794.46,"1794-6-15 00:00:00"
1794,8,1,1794.62,"1794-8-15 00:00:00"
1794,10,1,1794.79,"1794-10-15 00:00:00"
1794,12,-2,1794.96,"1794-12-15 00:00:00"
1795,1,-3,1795.04,"1795-1-15 00:00:00"
1795,2,0,1795.12,"1795-2-15 00:00:00"
1795,3,1,1795.21,"1795-3-15 00:00:00"
1795,4,-1,1795.29,"1795-4-15 00:00:00"
1795,5,-1,1795.38,"1795-5-15 00:00:00"
1795,6,0,1795.46,"1795-6-15 00:00:00"
1795,8,2,1795.62,"1795-8-15 00:00:00"
1795,9,-3,1795.71,"1795-9-15 00:00:00"
1795,10,-1,1795.79,"1795-10-15 00:00:00"
1795,12,-1,1795.96,"1795-12-15 00:00:00"
1796,1,-1,1796.04,"1796-1-15 00:00:00"
1796,3,-3,1796.21,"1796-3-15 00:00:00"
1796,4,-3,1796.29,"1796-4-15 00:00:00"
1796,5,1,1796.38,"1796-5-15 00:00:00"
1796,7,2,1796.54,"1796-7-15 00:00:00"
1796,8,0,1796.62,"1796-8-15 00:00:00"
1796,9,0,1796.71,"1796-9-15 00:00:00"
1796,11,0,1796.88,"1796-11-15 00:00:00"
1796,12,-1,1796.96,"1796-12-15 00:00:00"
1797,1,-2,1797.04,"1797-1-15 00:00:00"
1797,3,0,1797.21,"1797-3-15 00:00:00"
1797,4,2,1797.29,"1797-4-15 00:00:00"
1797,5,0,1797.38,"1797-5-15 00:00:00"
1797,7,-2,1797.54,"1797-7-15 00:00:00"
1797,8,0,1797.62,"1797-8-15 00:00:00"
1797,9,0,1797.71,"1797-9-15 00:00:00"
1797,11,0,1797.88,"1797-11-15 00:00:00"
1798,1,0,1798.04,"1798-1-15 00:00:00"
1798,3,-2,1798.21,"1798-3-15 00:00:00"
1798,4,-2,1798.29,"1798-4-15 00:00:00"
1798,5,1,1798.38,"1798-5-15 00:00:00"
1798,6,0,1798.46,"1798-6-15 00:00:00"
1798,7,2,1798.54,"1798-7-15 00:00:00"
1798,8,-2,1798.62,"1798-8-15 00:00:00"
1798,9,-2,1798.71,"1798-9-15 00:00:00"
1798,11,0,1798.88,"1798-11-15 00:00:00"
1798,12,-2,1798.96,"1798-12-15 00:00:00"
1799,1,-2,1799.04,"1799-1-15 00:00:00"
1799,3,-3,1799.21,"1799-3-15 00:00:00"
1799,4,2,1799.29,"1799-4-15 00:00:00"
1799,5,0,1799.38,"1799-5-15 00:00:00"
1799,7,0,1799.54,"1799-7-15 00:00:00"
1799,8,2,1799.62,"1799-8-15 00:00:00"
1799,9,0,1799.71,"1799-9-15 00:00:00"
1799,10,0,1799.79,"1799-10-15 00:00:00"
1799,11,0,1799.88,"1799-11-15 00:00:00"
1799,12,-3,1799.96,"1799-12-15 00:00:00"
1800,3,-3,1800.21,"1800-3-15 00:00:00"
1800,4,-2,1800.29,"1800-4-15 00:00:00"
1800,5,0,1800.38,"1800-5-15 00:00:00"
1800,7,0,1800.54,"1800-7-15 00:00:00"
1800,9,2,1800.71,"1800-9-15 00:00:00"
1800,10,0,1800.79,"1800-10-15 00:00:00"
1800,11,1,1800.88,"1800-11-15 00:00:00"
1801,3,1,1801.21,"1801-3-15 00:00:00"
1801,5,0,1801.38,"1801-5-15 00:00:00"
1801,6,-1,1801.46,"1801-6-15 00:00:00"
1801,7,1,1801.54,"1801-7-15 00:00:00"
1801,8,-3,1801.62,"1801-8-15 00:00:00"
1801,9,3,1801.71,"1801-9-15 00:00:00"
1801,10,0,1801.79,"1801-10-15 00:00:00"
1801,11,0,1801.88,"1801-11-15 00:00:00"
1802,1,-1,1802.04,"1802-1-15 00:00:00"
1802,2,0,1802.12,"1802-2-15 00:00:00"
1802,3,-1,1802.21,"1802-3-15 00:00:00"
1802,5,-1,1802.38,"1802-5-15 00:00:00"
1802,6,-2,1802.46,"1802-6-15 00:00:00"
1802,7,0,1802.54,"1802-7-15 00:00:00"
1802,9,-2,1802.71,"1802-9-15 00:00:00"
1802,10,0,1802.79,"1802-10-15 00:00:00"
1802,11,0,1802.88,"1802-11-15 00:00:00"
1803,1,-3,1803.04,"1803-1-15 00:00:00"
1803,3,0,1803.21,"1803-3-15 00:00:00"
1803,5,0,1803.38,"1803-5-15 00:00:00"
1803,6,0,1803.46,"1803-6-15 00:00:00"
1803,7,-1,1803.54,"1803-7-15 00:00:00"
1803,9,-1,1803.71,"1803-9-15 00:00:00"
1804,1,0,1804.04,"1804-1-15 00:00:00"
1804,2,-1,1804.12,"1804-2-15 00:00:00"
1804,4,2,1804.29,"1804-4-15 00:00:00"
1804,6,-2,1804.46,"1804-6-15 00:00:00"
1804,7,1,1804.54,"1804-7-15 00:00:00"
1804,8,0,1804.62,"1804-8-15 00:00:00"
1804,9,0,1804.71,"1804-9-15 00:00:00"
1804,10,0,1804.79,"1804-10-15 00:00:00"
1804,11,1,1804.88,"1804-11-15 00:00:00"
1804,12,0,1804.96,"1804-12-15 00:00:00"
1805,2,1,1805.12,"1805-2-15 00:00:00"
1805,3,-2,1805.21,"1805-3-15 00:00:00"
1805,4,0,1805.29,"1805-4-15 00:00:00"
1805,6,-2,1805.46,"1805-6-15 00:00:00"
1805,8,1,1805.62,"1805-8-15 00:00:00"
1805,10,3,1805.79,"1805-10-15 00:00:00"
1805,11,-2,1805.88,"1805-11-15 00:00:00"
1805,12,0,1805.96,"1805-12-15 00:00:00"
1806,2,-1,1806.12,"1806-2-15 00:00:00"
1806,4,-1,1806.29,"1806-4-15 00:00:00"
1806,6,-2,1806.46,"1806-6-15 00:00:00"
1806,7,0,1806.54,"1806-7-15 00:00:00"
1806,8,-2,1806.62,"1806-8-15 00:00:00"
1806,10,0,1806.79,"1806-10-15 00:00:00"
1807,2,3,1807.12,"1807-2-15 00:00:00"
1807,3,-1,1807.21,"1807-3-15 00:00:00"
1807,4,0,1807.29,"1807-4-15 00:00:00"
1807,5,0,1807.38,"1807-5-15 00:00:00"
1807,6,-3,1807.46,"1807-6-15 00:00:00"
1807,7,-1,1807.54,"1807-7-15 00:00:00"
1807,8,-2,1807.62,"1807-8-15 00:00:00"
1807,11,2,1807.88,"1807-11-15 00:00:00"
1807,12,0,1807.96,"1807-12-15 00:00:00"
1808,2,0,1808.12,"1808-2-15 00:00:00"
1808,3,-2,1808.21,"1808-3-15 00:00:00"
1808,4,0,1808.29,"1808-4-15 00:00:00"
1808,6,0,1808.46,"1808-6-15 00:00:00"
1808,7,-1,1808.54,"1808-7-15 00:00:00"
1808,8,0,1808.62,"1808-8-15 00:00:00"
1808,10,1,1808.79,"1808-10-15 00:00:00"
1808,11,0,1808.88,"1808-11-15 00:00:00"
1808,12,0,1808.96,"1808-12-15 00:00:00"
1809,2,0,1809.12,"1809-2-15 00:00:00"
1809,3,-1,1809.21,"1809-3-15 00:00:00"
1809,4,0,1809.29,"1809-4-15 00:00:00"
1809,5,0,1809.38,"1809-5-15 00:00:00"
1809,6,-3,1809.46,"1809-6-15 00:00:00"
1809,7,0,1809.54,"1809-7-15 00:00:00"
1809,8,0,1809.62,"1809-8-15 00:00:00"
1809,10,-2,1809.79,"1809-10-15 00:00:00"
1809,11,0,1809.88,"1809-11-15 00:00:00"
1809,12,0,1809.96,"1809-12-15 00:00:00"
1810,2,-1,1810.12,"1810-2-15 00:00:00"
1810,4,-1,1810.29,"1810-4-15 00:00:00"
1810,6,-3,1810.46,"1810-6-15 00:00:00"
1810,7,0,1810.54,"1810-7-15 00:00:00"
1810,8,-1,1810.62,"1810-8-15 00:00:00"
1810,9,-1,1810.71,"1810-9-15 00:00:00"
1810,10,0,1810.79,"1810-10-15 00:00:00"
1810,11,2,1810.88,"1810-11-15 00:00:00"
1810,12,2,1810.96,"1810-12-15 00:00:00"
1811,2,1,1811.12,"1811-2-15 00:00:00"
1811,3,-2,1811.21,"1811-3-15 00:00:00"
1811,4,-1,1811.29,"1811-4-15 00:00:00"
1811,7,-2,1811.54,"1811-7-15 00:00:00"
1811,8,0,1811.62,"1811-8-15 00:00:00"
1811,10,1,1811.79,"1811-10-15 00:00:00"
1811,11,0,1811.88,"1811-11-15 00:00:00"
1811,12,0,1811.96,"1811-12-15 00:00:00"
1812,2,0,1812.12,"1812-2-15 00:00:00"
1812,4,0,1812.29,"1812-4-15 00:00:00"
1812,6,0,1812.46,"1812-6-15 00:00:00"
1812,7,1,1812.54,"1812-7-15 00:00:00"
1812,8,-2,1812.62,"1812-8-15 00:00:00"
1812,10,1,1812.79,"1812-10-15 00:00:00"
1812,12,-2,1812.96,"1812-12-15 00:00:00"
1813,2,-1,1813.12,"1813-2-15 00:00:00"
1813,3,0,1813.21,"1813-3-15 00:00:00"
1813,4,-3,1813.29,"1813-4-15 00:00:00"
1813,6,2,1813.46,"1813-6-15 00:00:00"
1813,7,2,1813.54,"1813-7-15 00:00:00"
1813,10,2,1813.79,"1813-10-15 00:00:00"
1813,12,-2,1813.96,"1813-12-15 00:00:00"
1814,2,-1,1814.12,"1814-2-15 00:00:00"
1814,3,-2,1814.21,"1814-3-15 00:00:00"
1814,4,-2,1814.29,"1814-4-15 00:00:00"
1814,6,0,1814.46,"1814-6-15 00:00:00"
1814,8,0,1814.62,"1814-8-15 00:00:00"
1814,10,-2,1814.79,"1814-10-15 00:00:00"
1814,11,0,1814.88,"1814-11-15 00:00:00"
1814,12,1,1814.96,"1814-12-15 00:00:00"
1815,1,-2,1815.04,"1815-1-15 00:00:00"
1815,2,0,1815.12,"1815-2-15 00:00:00"
1815,3,0,1815.21,"1815-3-15 00:00:00"
1815,4,-2,1815.29,"1815-4-15 00:00:00"
1815,6,0,1815.46,"1815-6-15 00:00:00"
1815,7,-1,1815.54,"1815-7-15 00:00:00"
1815,8,0,1815.62,"1815-8-15 00:00:00"
1815,10,0,1815.79,"1815-10-15 00:00:00"
1815,11,0,1815.88,"1815-11-15 00:00:00"
1815,12,0,1815.96,"1815-12-15 00:00:00"
1816,2,1,1816.12,"1816-2-15 00:00:00"
1816,3,2,1816.21,"1816-3-15 00:00:00"
1816,4,1,1816.29,"1816-4-15 00:00:00"
1816,5,2,1816.38,"1816-5-15 00:00:00"
1816,6,3,1816.46,"1816-6-15 00:00:00"
1816,7,3,1816.54,"1816-7-15 00:00:00"
1816,8,2,1816.62,"1816-8-15 00:00:00"
1816,10,-1,1816.79,"1816-10-15 00:00:00"
1816,11,0,1816.88,"1816-11-15 00:00:00"
1816,12,0,1816.96,"1816-12-15 00:00:00"
1817,2,1,1817.12,"1817-2-15 00:00:00"
1817,4,2,1817.29,"1817-4-15 00:00:00"
1817,6,2,1817.46,"1817-6-15 00:00:00"
1817,7,1,1817.54,"1817-7-15 00:00:00"
1817,8,0,1817.62,"1817-8-15 00:00:00"
1817,9,0,1817.71,"1817-9-15 00:00:00"
1817,11,-2,1817.88,"1817-11-15 00:00:00"
1817,12,0,1817.96,"1817-12-15 00:00:00"
1818,1,0,1818.04,"1818-1-15 00:00:00"
1818,2,0,1818.12,"1818-2-15 00:00:00"
1818,3,1,1818.21,"1818-3-15 00:00:00"
1818,4,0,1818.29,"1818-4-15 00:00:00"
1818,5,0,1818.38,"1818-5-15 00:00:00"
1818,7,-2,1818.54,"1818-7-15 00:00:00"
1818,8,-1,1818.62,"1818-8-15 00:00:00"
1818,9,0,1818.71,"1818-9-15 00:00:00"
1818,11,-1,1818.88,"1818-11-15 00:00:00"
1818,12,-2,1818.96,"1818-12-15 00:00:00"
1819,1,-1,1819.04,"1819-1-15 00:00:00"
1819,3,-1,1819.21,"1819-3-15 00:00:00"
1819,4,-1,1819.29,"1819-4-15 00:00:00"
1819,5,-3,1819.38,"1819-5-15 00:00:00"
1819,6,-1,1819.46,"1819-6-15 00:00:00"
1819,7,0,1819.54,"1819-7-15 00:00:00"
1819,8,0,1819.62,"1819-8-15 00:00:00"
1819,9,-1,1819.71,"1819-9-15 00:00:00"
1819,11,1,1819.88,"1819-11-15 00:00:00"
1819,12,3,1819.96,"1819-12-15 00:00:00"
1820,1,0,1820.04,"1820-1-15 00:00:00"
1820,3,0,1820.21,"1820-3-15 00:00:00"
1820,7,2,1820.54,"1820-7-15 00:00:00"
1820,8,1,1820.62,"1820-8-15 00:00:00"
1820,9,0,1820.71,"1820-9-15 00:00:00"
